timestep,ion,r,z,vr,vz,Erfi_before,Ezfi_before,Erfi_after,Ezfi_after
4702,1,-5.998415e-27,-8.018312e-20,-2.797538e-18,7.141193e-14,2.721787e-19,6.288303e-12,-2.533184e-16,6.30434e-12
4702,2,-2.031552e-27,-4.792567e-06,-8.258449e-19,0.008043728,9.876752e-20,0.7136551,-4.277836e-17,0.7136551
4703,0,-3.083946e-26,4.792567e-06,-2.211593e-17,-0.008045438,-3.712331e-19,-0.7136549,-6.739094e-15,-0.7136549
4703,1,-6.001213e-27,-8.018305e-20,-2.798145e-18,7.142699e-14,2.724051e-19,6.274092e-12,-2.533674e-16,6.289962e-12
4703,2,-2.032378e-27,-4.792567e-06,-8.259473e-19,0.008045438,9.882802e-20,0.7136549,-4.276946e-17,0.7136549
4704,0,-3.08616e-26,4.792567e-06,-2.21321e-17,-0.008047147,-3.715203e-19,-0.7136546,-6.749958e-15,-0.7136546
4704,1,-6.004012e-27,-8.018298e-20,-2.798752e-18,7.144209e-14,2.726317e-19,6.288303e-12,-2.534162e-16,6.30393e-12
4704,2,-2.033204e-27,-4.792567e-06,-8.260497e-19,0.008047147,9.888855e-20,0.7136546,-4.276053e-17,0.7136546
4705,0,-3.088374e-26,4.792567e-06,-2.214829e-17,-0.008048856,-3.718076e-19,-0.7136544,-6.760843e-15,-0.7136544
4705,1,-6.006812e-27,-8.018291e-20,-2.799359e-18,7.145719e-14,2.728585e-19,6.288303e-12,-2.534649e-16,6.303686e-12
4705,2,-2.03403e-27,-4.792567e-06,-8.261521e-19,0.008048856,9.894911e-20,0.7136544,-4.275156e-17,0.7136544
4706,0,-3.090591e-26,4.792567e-06,-2.216451e-17,-0.008050566,-3.720952e-19,-0.7136541,-6.77175e-15,-0.7136541
4706,1,-6.009611e-27,-8.018284e-20,-2.799966e-18,7.147227e-14,2.730855e-19,6.281198e-12,-2.535133e-16,6.296412e-12
4706,2,-2.034856e-27,-4.792567e-06,-8.262545e-19,0.008050566,9.900971e-20,0.7136541,-4.274256e-17,0.7136541
4707,0,-3.092809e-26,4.792567e-06,-2.218056e-17,-0.008052275,-3.72383e-19,-0.7136538,-6.697845e-15,-0.7136538
4707,1,-6.012412e-27,-8.018276e-20,-2.800566e-18,7.148735e-14,2.733127e-19,6.281198e-12,-2.503866e-16,6.296166e-12
4707,2,-2.035683e-27,-4.792567e-06,-8.263556e-19,0.008052275,9.907034e-20,0.7136538,-4.219776e-17,0.7136538
4708,0,-3.095029e-26,4.792567e-06,-2.219663e-17,-0.008053984,-3.726711e-19,-0.7136536,-6.708634e-15,-0.7136536
4708,1,-6.015213e-27,-8.018269e-20,-2.801166e-18,7.150247e-14,2.735401e-19,6.295409e-12,-2.504332e-16,6.310131e-12
4708,2,-2.036509e-27,-4.792567e-06,-8.264566e-19,0.008053984,9.9131e-20,0.7136536,-4.218864e-17,0.7136536
4709,0,-3.09725e-26,4.792567e-06,-2.221272e-17,-0.008055694,-3.729593e-19,-0.7136533,-6.719443e-15,-0.7136533
4709,1,-6.018015e-27,-8.018262e-20,-2.801766e-18,7.151758e-14,2.737677e-19,6.295409e-12,-2.504797e-16,6.30996e-12
4709,2,-2.037336e-27,-4.792567e-06,-8.265577e-19,0.008055694,9.919169e-20,0.7136533,-4.217948e-17,0.7136533
4710,0,-3.099473e-26,4.792567e-06,-2.222884e-17,-0.008057403,-3.732478e-19,-0.713653,-6.730274e-15,-0.713653
4710,1,-6.020817e-27,-8.018255e-20,-2.802366e-18,7.153264e-14,2.739954e-19,6.274092e-12,-2.505259e-16,6.288396e-12
4710,2,-2.038162e-27,-4.792567e-06,-8.266587e-19,0.008057403,9.925242e-20,0.713653,-4.217029e-17,0.713653
4711,0,-3.101697e-26,4.792567e-06,-2.224499e-17,-0.008059112,-3.735366e-19,-0.7136528,-6.741127e-15,-0.7136528
4711,1,-6.02362e-27,-8.018248e-20,-2.802966e-18,7.154775e-14,2.742234e-19,6.295409e-12,-2.50572e-16,6.309464e-12
4711,2,-2.038989e-27,-4.792567e-06,-8.267597e-19,0.008059112,9.931318e-20,0.7136528,-4.216106e-17,0.7136528
4712,0,-3.103923e-26,4.792567e-06,-2.226116e-17,-0.008060822,-3.738255e-19,-0.7136525,-6.752e-15,-0.7136525
4712,1,-6.026424e-27,-8.018241e-20,-2.803566e-18,7.156283e-14,2.744516e-19,6.281198e-12,-2.506179e-16,6.295081e-12
4712,2,-2.039816e-27,-4.792567e-06,-8.268606e-19,0.008060822,9.937397e-20,0.7136525,-4.215179e-17,0.7136525
4713,0,-3.106151e-26,4.792567e-06,-2.227736e-17,-0.008062531,-3.741147e-19,-0.7136523,-6.762895e-15,-0.7136523
4713,1,-6.029228e-27,-8.018233e-20,-2.804166e-18,7.157794e-14,2.746799e-19,6.295409e-12,-2.506636e-16,6.309042e-12
4713,2,-2.040643e-27,-4.792567e-06,-8.269616e-19,0.008062531,9.943479e-20,0.7136523,-4.214248e-17,0.7136523
4714,0,-3.10838e-26,4.792567e-06,-2.229358e-17,-0.008064241,-3.744042e-19,-0.713652,-6.773812e-15,-0.713652
4714,1,-6.032033e-27,-8.018226e-20,-2.804767e-18,7.159304e-14,2.749085e-19,6.288303e-12,-2.507091e-16,6.301686e-12
4714,2,-2.04147e-27,-4.792567e-06,-8.270625e-19,0.008064241,9.949565e-20,0.713652,-4.213314e-17,0.713652
4715,0,-3.110611e-26,4.792567e-06,-2.230983e-17,-0.00806595,-3.746938e-19,-0.7136517,-6.78475e-15,-0.7136517
4715,1,-6.034838e-27,-8.018219e-20,-2.805368e-18,7.160813e-14,2.751373e-19,6.288303e-12,-2.507545e-16,6.301511e-12
4715,2,-2.042297e-27,-4.792567e-06,-8.271634e-19,0.00806595,9.955654e-20,0.7136517,-4.212376e-17,0.7136517
4716,0,-3.112844e-26,4.792567e-06,-2.232611e-17,-0.008067659,-3.749837e-19,-0.7136515,-6.795709e-15,-0.7136515
4716,1,-6.037644e-27,-8.018212e-20,-2.805968e-18,7.162322e-14,2.753662e-19,6.288303e-12,-2.507996e-16,6.301259e-12
4716,2,-2.043124e-27,-4.792567e-06,-8.272642e-19,0.008067659,9.961747e-20,0.7136515,-4.211434e-17,0.7136515
4717,0,-3.115078e-26,4.792567e-06,-2.234241e-17,-0.008069369,-3.752738e-19,-0.7136512,-6.80669e-15,-0.7136512
4717,1,-6.040451e-27,-8.018205e-20,-2.806569e-18,7.16383e-14,2.755954e-19,6.281198e-12,-2.508446e-16,6.293901e-12
4717,2,-2.043952e-27,-4.792567e-06,-8.273651e-19,0.008069369,9.967842e-20,0.7136512,-4.210489e-17,0.7136512
4718,0,-3.117314e-26,4.792567e-06,-2.235874e-17,-0.008071078,-3.755641e-19,-0.7136509,-6.817693e-15,-0.7136509
4718,1,-6.043258e-27,-8.018198e-20,-2.80717e-18,7.165339e-14,2.758247e-19,6.288303e-12,-2.508894e-16,6.300829e-12
4718,2,-2.044779e-27,-4.792567e-06,-8.274659e-19,0.008071078,9.973941e-20,0.7136509,-4.20954e-17,0.7136509
4719,0,-3.119552e-26,4.792567e-06,-2.23751e-17,-0.008072787,-3.758547e-19,-0.7136507,-6.828717e-15,-0.7136507
4719,1,-6.046066e-27,-8.01819e-20,-2.807771e-18,7.166846e-14,2.760543e-19,6.281198e-12,-2.509341e-16,6.29347e-12
4719,2,-2.045607e-27,-4.792567e-06,-8.275667e-19,0.008072787,9.980044e-20,0.7136507,-4.208587e-17,0.7136507
4720,0,-3.121791e-26,4.792567e-06,-2.239148e-17,-0.008074497,-3.761455e-19,-0.7136504,-6.839763e-15,-0.7136504
4720,1,-6.048874e-27,-8.018183e-20,-2.808372e-18,7.168354e-14,2.76284e-19,6.281198e-12,-2.509785e-16,6.293215e-12
4720,2,-2.046434e-27,-4.792567e-06,-8.276675e-19,0.008074497,9.986149e-20,0.7136504,-4.20763e-17,0.7136504
4721,0,-3.124032e-26,4.792567e-06,-2.240789e-17,-0.008076206,-3.764366e-19,-0.7136501,-6.850831e-15,-0.7136501
4721,1,-6.051683e-27,-8.018176e-20,-2.808973e-18,7.169861e-14,2.76514e-19,6.281198e-12,-2.510228e-16,6.293036e-12
4721,2,-2.047262e-27,-4.792567e-06,-8.277683e-19,0.008076206,9.992258e-20,0.7136501,-4.20667e-17,0.7136501
4722,0,-3.126274e-26,4.792567e-06,-2.242433e-17,-0.008077915,-3.767279e-19,-0.7136499,-6.86192e-15,-0.7136499
4722,1,-6.054493e-27,-8.018169e-20,-2.809575e-18,7.171372e-14,2.767442e-19,6.295409e-12,-2.510669e-16,6.30699e-12
4722,2,-2.04809e-27,-4.792567e-06,-8.27869e-19,0.008077915,9.99837e-20,0.7136499,-4.205705e-17,0.7136499
4723,0,-3.128518e-26,4.792567e-06,-2.244058e-17,-0.008079625,-3.770194e-19,-0.7136496,-6.78556e-15,-0.7136496
4723,1,-6.057303e-27,-8.018162e-20,-2.810169e-18,7.172879e-14,2.769745e-19,6.281198e-12,-2.479113e-16,6.292522e-12
4723,2,-2.048918e-27,-4.792567e-06,-8.279684e-19,0.008079625,1.000449e-19,0.7136496,-4.151095e-17,0.7136496
4724,0,-3.130764e-26,4.792567e-06,-2.245686e-17,-0.008081334,-3.773111e-19,-0.7136494,-6.796525e-15,-0.7136494
4724,1,-6.060114e-27,-8.018155e-20,-2.810763e-18,7.17439e-14,2.772051e-19,6.295409e-12,-2.479535e-16,6.306552e-12
4724,2,-2.049746e-27,-4.792567e-06,-8.280678e-19,0.008081334,1.00106e-19,0.7136494,-4.150119e-17,0.7136494
4725,0,-3.133011e-26,4.792566e-06,-2.247317e-17,-0.008083043,-3.776031e-19,-0.7136491,-6.807511e-15,-0.7136491
4725,1,-6.062925e-27,-8.018147e-20,-2.811357e-18,7.175898e-14,2.774358e-19,6.288303e-12,-2.479954e-16,6.299187e-12
4725,2,-2.050574e-27,-4.792566e-06,-8.281672e-19,0.008083043,1.001673e-19,0.7136491,-4.149139e-17,0.7136491
4726,0,-3.13526e-26,4.792566e-06,-2.24895e-17,-0.008084753,-3.778953e-19,-0.7136488,-6.818519e-15,-0.7136488
4726,1,-6.065737e-27,-8.01814e-20,-2.811951e-18,7.177409e-14,2.776668e-19,6.295409e-12,-2.480373e-16,6.306033e-12
4726,2,-2.051403e-27,-4.792566e-06,-8.282666e-19,0.008084753,1.002285e-19,0.7136488,-4.148155e-17,0.7136488
4727,0,-3.137511e-26,4.792566e-06,-2.250586e-17,-0.008086462,-3.781877e-19,-0.7136486,-6.829548e-15,-0.7136486
4727,1,-6.068549e-27,-8.018133e-20,-2.812545e-18,7.178916e-14,2.778979e-19,6.281198e-12,-2.480789e-16,6.291639e-12
4727,2,-2.052231e-27,-4.792566e-06,-8.283659e-19,0.008086462,1.002898e-19,0.7136486,-4.147168e-17,0.7136486
4728,0,-3.139763e-26,4.792566e-06,-2.252224e-17,-0.008088171,-3.784804e-19,-0.7136483,-6.840599e-15,-0.7136483
4728,1,-6.071362e-27,-8.018126e-20,-2.813139e-18,7.180424e-14,2.781293e-19,6.288303e-12,-2.481203e-16,6.298484e-12
4728,2,-2.053059e-27,-4.792566e-06,-8.284652e-19,0.008088171,1.003511e-19,0.7136483,-4.146177e-17,0.7136483
4729,0,-3.142017e-26,4.792566e-06,-2.253865e-17,-0.008089881,-3.787733e-19,-0.713648,-6.851672e-15,-0.713648
4729,1,-6.074176e-27,-8.018119e-20,-2.813734e-18,7.181933e-14,2.783608e-19,6.288303e-12,-2.481615e-16,6.298222e-12
4729,2,-2.053888e-27,-4.792566e-06,-8.285645e-19,0.008089881,1.004125e-19,0.713648,-4.145182e-17,0.713648
4730,0,-3.144272e-26,4.792566e-06,-2.255509e-17,-0.00809159,-3.790664e-19,-0.7136478,-6.862766e-15,-0.7136478
4730,1,-6.076991e-27,-8.018112e-20,-2.814328e-18,7.18344e-14,2.785926e-19,6.281198e-12,-2.482026e-16,6.290931e-12
4730,2,-2.054717e-27,-4.792566e-06,-8.286638e-19,0.00809159,1.004739e-19,0.7136478,-4.144183e-17,0.7136478
4731,0,-3.146529e-26,4.792566e-06,-2.257155e-17,-0.008093299,-3.793598e-19,-0.7136475,-6.873883e-15,-0.7136475
4731,1,-6.079805e-27,-8.018104e-20,-2.814923e-18,7.184946e-14,2.788245e-19,6.281198e-12,-2.482435e-16,6.290668e-12
4731,2,-2.055545e-27,-4.792566e-06,-8.28763e-19,0.008093299,1.005353e-19,0.7136475,-4.143181e-17,0.7136475
4732,0,-3.148788e-26,4.792566e-06,-2.258804e-17,-0.008095009,-3.796534e-19,-0.7136472,-6.88502e-15,-0.7136472
4732,1,-6.082621e-27,-8.018097e-20,-2.815517e-18,7.186455e-14,2.790567e-19,6.288303e-12,-2.482841e-16,6.297509e-12
4732,2,-2.056374e-27,-4.792566e-06,-8.288622e-19,0.008095009,1.005967e-19,0.7136472,-4.142174e-17,0.7136472
4733,0,-3.151049e-26,4.792566e-06,-2.260456e-17,-0.008096718,-3.799472e-19,-0.713647,-6.89618e-15,-0.713647
4733,1,-6.085437e-27,-8.01809e-20,-2.816112e-18,7.18796e-14,2.79289e-19,6.274092e-12,-2.483246e-16,6.28311e-12
4733,2,-2.057203e-27,-4.792566e-06,-8.289614e-19,0.008096718,1.006582e-19,0.713647,-4.141164e-17,0.713647
4734,0,-3.153311e-26,4.792566e-06,-2.262111e-17,-0.008098427,-3.802413e-19,-0.7136467,-6.907362e-15,-0.7136467
4734,1,-6.088254e-27,-8.018083e-20,-2.816707e-18,7.189468e-14,2.795216e-19,6.288303e-12,-2.483649e-16,6.297056e-12
4734,2,-2.058032e-27,-4.792566e-06,-8.290606e-19,0.008098427,1.007197e-19,0.7136467,-4.14015e-17,0.7136467
4735,0,-3.155574e-26,4.792566e-06,-2.263768e-17,-0.008100137,-3.805356e-19,-0.7136464,-6.918565e-15,-0.7136464
4735,1,-6.091071e-27,-8.018076e-20,-2.817302e-18,7.190975e-14,2.797543e-19,6.281198e-12,-2.48405e-16,6.289684e-12
4735,2,-2.058861e-27,-4.792566e-06,-8.291597e-19,0.008100137,1.007813e-19,0.7136464,-4.139132e-17,0.7136464
4736,0,-3.15784e-26,4.792566e-06,-2.265428e-17,-0.008101846,-3.808301e-19,-0.7136462,-6.929791e-15,-0.7136462
4736,1,-6.093889e-27,-8.018068e-20,-2.817897e-18,7.192483e-14,2.799873e-19,6.288303e-12,-2.484449e-16,6.296599e-12
4736,2,-2.059691e-27,-4.792566e-06,-8.292588e-19,0.008101846,1.008429e-19,0.7136462,-4.13811e-17,0.7136462
4737,0,-3.160107e-26,4.792566e-06,-2.26709e-17,-0.008103555,-3.811249e-19,-0.7136459,-6.941038e-15,-0.7136459
4737,1,-6.096708e-27,-8.018061e-20,-2.818492e-18,7.193989e-14,2.802204e-19,6.281198e-12,-2.484846e-16,6.289226e-12
4737,2,-2.06052e-27,-4.792566e-06,-8.293579e-19,0.008103555,1.009045e-19,0.7136459,-4.137084e-17,0.7136459
4738,0,-3.162376e-26,4.792566e-06,-2.268755e-17,-0.008105265,-3.814199e-19,-0.7136457,-6.952308e-15,-0.7136457
4738,1,-6.099527e-27,-8.018054e-20,-2.819087e-18,7.195497e-14,2.804538e-19,6.288303e-12,-2.485241e-16,6.296062e-12
4738,2,-2.06135e-27,-4.792566e-06,-8.29457e-19,0.008105265,1.009661e-19,0.7136457,-4.136055e-17,0.7136457
4739,0,-3.164646e-26,4.792566e-06,-2.270402e-17,-0.008106974,-3.817152e-19,-0.7136454,-6.873381e-15,-0.7136454
4739,1,-6.102346e-27,-8.018047e-20,-2.819675e-18,7.197005e-14,2.806874e-19,6.288303e-12,-2.453393e-16,6.29587e-12
4739,2,-2.062179e-27,-4.792566e-06,-8.295547e-19,0.008106974,1.010278e-19,0.7136454,-4.081315e-17,0.7136454
4740,0,-3.166918e-26,4.792566e-06,-2.272051e-17,-0.008108683,-3.820107e-19,-0.7136451,-6.884519e-15,-0.7136451
4740,1,-6.105167e-27,-8.01804e-20,-2.820263e-18,7.19851e-14,2.809211e-19,6.274092e-12,-2.453769e-16,6.281389e-12
4740,2,-2.063009e-27,-4.792566e-06,-8.296525e-19,0.008108683,1.010896e-19,0.7136451,-4.080274e-17,0.7136451
4741,0,-3.169192e-26,4.792566e-06,-2.273702e-17,-0.008110393,-3.823064e-19,-0.7136449,-6.895679e-15,-0.7136449
4741,1,-6.107987e-27,-8.018032e-20,-2.820851e-18,7.200018e-14,2.811551e-19,6.288303e-12,-2.454142e-16,6.295328e-12
4741,2,-2.063838e-27,-4.792566e-06,-8.297502e-19,0.008110393,1.011513e-19,0.7136449,-4.079228e-17,0.7136449
4742,0,-3.171467e-26,4.792566e-06,-2.275357e-17,-0.008112102,-3.826023e-19,-0.7136446,-6.906861e-15,-0.7136446
4742,1,-6.110809e-27,-8.018025e-20,-2.821439e-18,7.201527e-14,2.813893e-19,6.295409e-12,-2.454514e-16,6.30224e-12
4742,2,-2.064668e-27,-4.792566e-06,-8.298479e-19,0.008112102,1.012131e-19,0.7136446,-4.078179e-17,0.7136446
4743,0,-3.173744e-26,4.792566e-06,-2.277014e-17,-0.008113811,-3.828985e-19,-0.7136443,-6.918064e-15,-0.7136443
4743,1,-6.113631e-27,-8.018018e-20,-2.822027e-18,7.203035e-14,2.816236e-19,6.288303e-12,-2.454884e-16,6.294861e-12
4743,2,-2.065498e-27,-4.792566e-06,-8.299455e-19,0.008113811,1.012749e-19,0.7136443,-4.077126e-17,0.7136443
4744,0,-3.176023e-26,4.792566e-06,-2.278673e-17,-0.008115521,-3.83195e-19,-0.7136441,-6.92929e-15,-0.7136441
4744,1,-6.116453e-27,-8.018011e-20,-2.822615e-18,7.204544e-14,2.818582e-19,6.295409e-12,-2.455252e-16,6.301693e-12
4744,2,-2.066328e-27,-4.792566e-06,-8.300431e-19,0.008115521,1.013368e-19,0.7136441,-4.076069e-17,0.7136441
4745,0,-3.178303e-26,4.792566e-06,-2.280336e-17,-0.00811723,-3.834916e-19,-0.7136438,-6.940537e-15,-0.7136438
4745,1,-6.119277e-27,-8.018004e-20,-2.823203e-18,7.206048e-14,2.82093e-19,6.274092e-12,-2.455617e-16,6.28018e-12
4745,2,-2.067158e-27,-4.792566e-06,-8.301407e-19,0.00811723,1.013986e-19,0.7136438,-4.075009e-17,0.7136438
4746,0,-3.180585e-26,4.792566e-06,-2.282001e-17,-0.008118939,-3.837885e-19,-0.7136435,-6.951806e-15,-0.7136435
4746,1,-6.1221e-27,-8.017996e-20,-2.823791e-18,7.207556e-14,2.82328e-19,6.288303e-12,-2.455981e-16,6.294116e-12
4746,2,-2.067989e-27,-4.792566e-06,-8.302383e-19,0.008118939,1.014606e-19,0.7136435,-4.073944e-17,0.7136435
4747,0,-3.182869e-26,4.792566e-06,-2.283669e-17,-0.008120649,-3.840857e-19,-0.7136433,-6.963098e-15,-0.7136433
4747,1,-6.124925e-27,-8.017989e-20,-2.824379e-18,7.20906e-14,2.825631e-19,6.274092e-12,-2.456343e-16,6.279629e-12
4747,2,-2.068819e-27,-4.792566e-06,-8.303359e-19,0.008120649,1.015225e-19,0.7136433,-4.072875e-17,0.7136433
4748,0,-3.185154e-26,4.792566e-06,-2.285339e-17,-0.008122358,-3.84383e-19,-0.713643,-6.974411e-15,-0.713643
4748,1,-6.12775e-27,-8.017982e-20,-2.824968e-18,7.210568e-14,2.827985e-19,6.288303e-12,-2.456702e-16,6.293641e-12
4748,2,-2.069649e-27,-4.792566e-06,-8.304334e-19,0.008122358,1.015845e-19,0.713643,-4.071802e-17,0.713643
4749,0,-3.187441e-26,4.792566e-06,-2.287013e-17,-0.008124067,-3.846806e-19,-0.7136427,-6.985746e-15,-0.7136427
4749,1,-6.130575e-27,-8.017975e-20,-2.825556e-18,7.212075e-14,2.830341e-19,6.288303e-12,-2.45706e-16,6.293363e-12
4749,2,-2.07048e-27,-4.792566e-06,-8.305309e-19,0.008124067,1.016465e-19,0.7136427,-4.070726e-17,0.7136427
4750,0,-3.18973e-26,4.792566e-06,-2.288688e-17,-0.008125777,-3.849785e-19,-0.7136425,-6.997104e-15,-0.7136425
4750,1,-6.133402e-27,-8.017968e-20,-2.826145e-18,7.213584e-14,2.832699e-19,6.295409e-12,-2.457416e-16,6.30019e-12
4750,2,-2.071311e-27,-4.792566e-06,-8.306284e-19,0.008125777,1.017086e-19,0.7136425,-4.069645e-17,0.7136425
4751,0,-3.19202e-26,4.792566e-06,-2.290367e-17,-0.008127486,-3.852766e-19,-0.7136422,-7.008484e-15,-0.7136422
4751,1,-6.136228e-27,-8.01796e-20,-2.826734e-18,7.215091e-14,2.835059e-19,6.288303e-12,-2.457769e-16,6.292884e-12
4751,2,-2.072141e-27,-4.792566e-06,-8.307258e-19,0.008127486,1.017707e-19,0.7136422,-4.06856e-17,0.7136422
4752,0,-3.194312e-26,4.792566e-06,-2.292049e-17,-0.008129195,-3.855749e-19,-0.7136419,-7.019886e-15,-0.7136419
4752,1,-6.139056e-27,-8.017953e-20,-2.827322e-18,7.216598e-14,2.837421e-19,6.288303e-12,-2.458121e-16,6.292603e-12
4752,2,-2.072972e-27,-4.792566e-06,-8.308233e-19,0.008129195,1.018328e-19,0.7136419,-4.067472e-17,0.7136419
4753,0,-3.196606e-26,4.792566e-06,-2.293733e-17,-0.008130905,-3.858735e-19,-0.7136417,-7.03131e-15,-0.7136417
4753,1,-6.141883e-27,-8.017946e-20,-2.827911e-18,7.218106e-14,2.839785e-19,6.288303e-12,-2.45847e-16,6.292322e-12
4753,2,-2.073803e-27,-4.792566e-06,-8.309207e-19,0.008130905,1.018949e-19,0.7136417,-4.066379e-17,0.7136417
4754,0,-3.198902e-26,4.792566e-06,-2.295397e-17,-0.008132614,-3.861723e-19,-0.7136414,-6.949856e-15,-0.7136414
4754,1,-6.144712e-27,-8.017939e-20,-2.828492e-18,7.219613e-14,2.842151e-19,6.288303e-12,-2.426344e-16,6.292119e-12
4754,2,-2.074634e-27,-4.792566e-06,-8.310167e-19,0.008132614,1.019571e-19,0.7136414,-4.01152e-17,0.7136414
4755,0,-3.201199e-26,4.792566e-06,-2.297065e-17,-0.008134323,-3.864713e-19,-0.7136411,-6.961142e-15,-0.7136411
4755,1,-6.147541e-27,-8.017931e-20,-2.829074e-18,7.22112e-14,2.84452e-19,6.288303e-12,-2.426674e-16,6.291836e-12
4755,2,-2.075465e-27,-4.792566e-06,-8.311128e-19,0.008134323,1.020193e-19,0.7136411,-4.010416e-17,0.7136411
4756,0,-3.203497e-26,4.792566e-06,-2.298735e-17,-0.008136032,-3.867706e-19,-0.7136409,-6.97245e-15,-0.7136409
4756,1,-6.150371e-27,-8.017924e-20,-2.829655e-18,7.222625e-14,2.84689e-19,6.281198e-12,-2.427001e-16,6.284447e-12
4756,2,-2.076296e-27,-4.792566e-06,-8.312088e-19,0.008136032,1.020816e-19,0.7136409,-4.009307e-17,0.7136409
4757,0,-3.205798e-26,4.792566e-06,-2.300407e-17,-0.008137742,-3.870701e-19,-0.7136406,-6.98378e-15,-0.7136406
4757,1,-6.153201e-27,-8.017917e-20,-2.830236e-18,7.224132e-14,2.849262e-19,6.288303e-12,-2.427327e-16,6.291347e-12
4757,2,-2.077128e-27,-4.792566e-06,-8.313048e-19,0.008137742,1.021439e-19,0.7136406,-4.008195e-17,0.7136406
4758,0,-3.2081e-26,4.792566e-06,-2.302083e-17,-0.008139451,-3.873699e-19,-0.7136403,-6.995132e-15,-0.7136403
4758,1,-6.156032e-27,-8.01791e-20,-2.830818e-18,7.225639e-14,2.851636e-19,6.288303e-12,-2.42765e-16,6.291061e-12
4758,2,-2.077959e-27,-4.792566e-06,-8.314008e-19,0.008139451,1.022062e-19,0.7136403,-4.007079e-17,0.7136403
4759,0,-3.210404e-26,4.792566e-06,-2.303761e-17,-0.00814116,-3.876698e-19,-0.7136401,-7.006506e-15,-0.7136401
4759,1,-6.158863e-27,-8.017903e-20,-2.831399e-18,7.227144e-14,2.854013e-19,6.281198e-12,-2.427972e-16,6.283669e-12
4759,2,-2.078791e-27,-4.792566e-06,-8.314968e-19,0.00814116,1.022686e-19,0.7136401,-4.005958e-17,0.7136401
4760,0,-3.212709e-26,4.792566e-06,-2.305442e-17,-0.00814287,-3.879701e-19,-0.7136398,-7.017902e-15,-0.7136398
4760,1,-6.161695e-27,-8.017895e-20,-2.831981e-18,7.228649e-14,2.856391e-19,6.281198e-12,-2.428291e-16,6.283462e-12
4760,2,-2.079622e-27,-4.792566e-06,-8.315927e-19,0.00814287,1.02331e-19,0.7136398,-4.004834e-17,0.7136398
4761,0,-3.215016e-26,4.792566e-06,-2.307126e-17,-0.008144579,-3.882706e-19,-0.7136396,-7.02932e-15,-0.7136396
4761,1,-6.164528e-27,-8.017888e-20,-2.832563e-18,7.230154e-14,2.858772e-19,6.281198e-12,-2.428608e-16,6.283174e-12
4761,2,-2.080454e-27,-4.792566e-06,-8.316886e-19,0.008144579,1.023934e-19,0.7136396,-4.003706e-17,0.7136396
4762,0,-3.217325e-26,4.792566e-06,-2.308812e-17,-0.008146288,-3.885713e-19,-0.7136393,-7.040761e-15,-0.7136393
4762,1,-6.167361e-27,-8.017881e-20,-2.833145e-18,7.23166e-14,2.861154e-19,6.288303e-12,-2.428923e-16,6.28999e-12
4762,2,-2.081286e-27,-4.792566e-06,-8.317845e-19,0.008146288,1.024558e-19,0.7136393,-4.002573e-17,0.7136393
4763,0,-3.219635e-26,4.792566e-06,-2.310501e-17,-0.008147998,-3.888722e-19,-0.713639,-7.052223e-15,-0.713639
4763,1,-6.170195e-27,-8.017874e-20,-2.833726e-18,7.233169e-14,2.863539e-19,6.295409e-12,-2.429236e-16,6.296885e-12
4763,2,-2.082118e-27,-4.792566e-06,-8.318803e-19,0.008147998,1.025183e-19,0.713639,-4.001436e-17,0.713639
4764,0,-3.221948e-26,4.792566e-06,-2.312193e-17,-0.008149707,-3.891734e-19,-0.7136388,-7.063708e-15,-0.7136388
4764,1,-6.173029e-27,-8.017866e-20,-2.834308e-18,7.234673e-14,2.865926e-19,6.281198e-12,-2.429546e-16,6.282384e-12
4764,2,-2.08295e-27,-4.792566e-06,-8.319761e-19,0.008149707,1.025808e-19,0.7136388,-4.000296e-17,0.7136388
4765,0,-3.224262e-26,4.792566e-06,-2.313888e-17,-0.008151416,-3.894748e-19,-0.7136385,-7.075215e-15,-0.7136385
4765,1,-6.175864e-27,-8.017859e-20,-2.83489e-18,7.236176e-14,2.868314e-19,6.274092e-12,-2.429854e-16,6.274987e-12
4765,2,-2.083782e-27,-4.792566e-06,-8.320719e-19,0.008151416,1.026434e-19,0.7136385,-3.999151e-17,0.7136385
4766,0,-3.226577e-26,4.792566e-06,-2.315585e-17,-0.008153126,-3.897765e-19,-0.7136382,-7.086745e-15,-0.7136382
4766,1,-6.178699e-27,-8.017852e-20,-2.835472e-18,7.237684e-14,2.870705e-19,6.295409e-12,-2.430161e-16,6.296091e-12
4766,2,-2.084614e-27,-4.792566e-06,-8.321677e-19,0.008153126,1.02706e-19,0.7136382,-3.998002e-17,0.7136382
4767,0,-3.228894e-26,4.792566e-06,-2.317286e-17,-0.008154835,-3.900784e-19,-0.713638,-7.098297e-15,-0.713638
4767,1,-6.181535e-27,-8.017845e-20,-2.836055e-18,7.239189e-14,2.873098e-19,6.281198e-12,-2.430465e-16,6.281587e-12
4767,2,-2.085446e-27,-4.792566e-06,-8.322634e-19,0.008154835,1.027686e-19,0.713638,-3.996849e-17,0.713638
4768,0,-3.231213e-26,4.792566e-06,-2.318988e-17,-0.008156544,-3.903806e-19,-0.7136377,-7.109871e-15,-0.7136377
4768,1,-6.184372e-27,-8.017837e-20,-2.836637e-18,7.240695e-14,2.875493e-19,6.288303e-12,-2.430767e-16,6.288398e-12
