timestep,ion,r,z,vr,vz,Erfi_before,Ezfi_before,Erfi_after,Ezfi_after
66,0,-2.903058e-30,4.792586e-06,-8.568609e-20,-0.0001146258,-2.866589e-23,-0.7142727,-5.389634e-16,-0.7142727
66,1,-9.547702e-31,-8.035089e-20,-2.81325e-20,1.013914e-15,1.766971e-23,6.288303e-12,-1.760464e-16,6.32115e-12
66,2,-4.002832e-31,-4.792586e-06,-1.178213e-20,0.0001146258,1.099618e-23,0.7142727,-7.349928e-17,0.7142727
67,0,-2.990035e-30,4.792586e-06,-8.697764e-20,-0.0001163366,-2.953842e-23,-0.7142727,-5.392229e-16,-0.7142727
67,1,-9.833245e-31,-8.035089e-20,-2.855431e-20,1.029037e-15,1.820797e-23,6.281198e-12,-1.761035e-16,6.314056e-12
67,2,-4.122414e-31,-4.792586e-06,-1.195821e-20,0.0001163366,1.133045e-23,0.7142727,-7.35161e-17,0.7142727
68,0,-3.078305e-30,4.792586e-06,-8.826981e-20,-0.0001180475,-3.042414e-23,-0.7142727,-5.394825e-16,-0.7142727
68,1,-1.012301e-30,-8.035089e-20,-2.897625e-20,1.044195e-15,1.875438e-23,6.295409e-12,-1.761606e-16,6.328272e-12
68,2,-4.243757e-31,-4.792586e-06,-1.213434e-20,0.0001180475,1.166976e-23,0.7142727,-7.353292e-17,0.7142727
69,0,-3.167868e-30,4.792586e-06,-8.956261e-20,-0.0001197583,-3.132305e-23,-0.7142727,-5.397423e-16,-0.7142727
69,1,-1.041699e-30,-8.035088e-20,-2.939833e-20,1.059301e-15,1.930895e-23,6.274092e-12,-1.762178e-16,6.306961e-12
69,2,-4.366862e-31,-4.792586e-06,-1.231051e-20,0.0001197583,1.20141e-23,0.7142727,-7.354975e-17,0.7142727
70,0,-3.258724e-30,4.792586e-06,-9.085603e-20,-0.0001214691,-3.223515e-23,-0.7142727,-5.400023e-16,-0.7142727
70,1,-1.07152e-30,-8.035088e-20,-2.982054e-20,1.074442e-15,1.987168e-23,6.288303e-12,-1.762749e-16,6.321184e-12
70,2,-4.491729e-31,-4.792586e-06,-1.248671e-20,0.0001214691,1.236347e-23,0.7142727,-7.356658e-17,0.7142727
71,0,-3.350874e-30,4.792586e-06,-9.215007e-20,-0.00012318,-3.316047e-23,-0.7142727,-5.402624e-16,-0.7142727
71,1,-1.101763e-30,-8.035088e-20,-3.02429e-20,1.089548e-15,2.044258e-23,6.274092e-12,-1.763321e-16,6.306978e-12
71,2,-4.618359e-31,-4.792586e-06,-1.266296e-20,0.00012318,1.271789e-23,0.7142727,-7.358342e-17,0.7142727
72,0,-3.444318e-30,4.792586e-06,-9.344473e-20,-0.0001248908,-3.409899e-23,-0.7142727,-5.405227e-16,-0.7142727
72,1,-1.132428e-30,-8.035088e-20,-3.066539e-20,1.104689e-15,2.102165e-23,6.288303e-12,-1.763893e-16,6.321194e-12
72,2,-4.746751e-31,-4.792586e-06,-1.283925e-20,0.0001248908,1.307734e-23,0.7142727,-7.360026e-17,0.7142727
73,0,-3.539058e-30,4.792586e-06,-9.474002e-20,-0.0001266016,-3.505074e-23,-0.7142727,-5.407831e-16,-0.7142727
73,1,-1.163516e-30,-8.035088e-20,-3.108801e-20,1.119829e-15,2.16089e-23,6.288303e-12,-1.764466e-16,6.321206e-12
73,2,-4.876907e-31,-4.792586e-06,-1.301558e-20,0.0001266016,1.344184e-23,0.7142727,-7.361711e-17,0.7142727
74,0,-3.635094e-30,4.792586e-06,-9.603593e-20,-0.0001283125,-3.601571e-23,-0.7142727,-5.410438e-16,-0.7142727
74,1,-1.195027e-30,-8.035088e-20,-3.151078e-20,1.13497e-15,2.220433e-23,6.288303e-12,-1.765038e-16,6.321211e-12
74,2,-5.008827e-31,-4.792586e-06,-1.319195e-20,0.0001283125,1.381138e-23,0.7142727,-7.363396e-17,0.7142727
75,0,-3.732427e-30,4.792586e-06,-9.733247e-20,-0.0001300233,-3.699392e-23,-0.7142727,-5.413046e-16,-0.7142727
75,1,-1.22696e-30,-8.035088e-20,-3.193368e-20,1.150094e-15,2.280795e-23,6.281198e-12,-1.765611e-16,6.314111e-12
75,2,-5.14251e-31,-4.792586e-06,-1.336835e-20,0.0001300233,1.418597e-23,0.7142727,-7.365081e-17,0.7142727
76,0,-3.831056e-30,4.792586e-06,-9.862963e-20,-0.0001317341,-3.798536e-23,-0.7142727,-5.415655e-16,-0.7142727
76,1,-1.259317e-30,-8.035088e-20,-3.235672e-20,1.165234e-15,2.341976e-23,6.288303e-12,-1.766184e-16,6.321228e-12
76,2,-5.277958e-31,-4.792586e-06,-1.35448e-20,0.0001317341,1.456561e-23,0.7142727,-7.366767e-17,0.7142727
77,0,-3.930984e-30,4.792586e-06,-9.992742e-20,-0.000133445,-3.899006e-23,-0.7142727,-5.418267e-16,-0.7142727
77,1,-1.292097e-30,-8.035087e-20,-3.277989e-20,1.180375e-15,2.403977e-23,6.288303e-12,-1.766758e-16,6.321234e-12
77,2,-5.415171e-31,-4.792586e-06,-1.372129e-20,0.000133445,1.49503e-23,0.7142727,-7.368454e-17,0.7142727
78,0,-4.03221e-30,4.792586e-06,-1.012258e-19,-0.0001351558,-4.000802e-23,-0.7142727,-5.42088e-16,-0.7142727
78,1,-1.3253e-30,-8.035087e-20,-3.32032e-20,1.195533e-15,2.466798e-23,6.295409e-12,-1.767331e-16,6.328344e-12
78,2,-5.554149e-31,-4.792586e-06,-1.389782e-20,0.0001351558,1.534004e-23,0.7142727,-7.370141e-17,0.7142727
79,0,-4.134735e-30,4.792586e-06,-1.025249e-19,-0.0001368666,-4.103923e-23,-0.7142727,-5.423494e-16,-0.7142727
79,1,-1.358927e-30,-8.035087e-20,-3.362665e-20,1.210656e-15,2.53044e-23,6.281198e-12,-1.767905e-16,6.314145e-12
79,2,-5.694893e-31,-4.792586e-06,-1.40744e-20,0.0001368666,1.573484e-23,0.7142727,-7.371829e-17,0.7142727
80,0,-4.238559e-30,4.792586e-06,-1.038245e-19,-0.0001385775,-4.208372e-23,-0.7142727,-5.426111e-16,-0.7142727
80,1,-1.392977e-30,-8.035087e-20,-3.405024e-20,1.22578e-15,2.594903e-23,6.281198e-12,-1.768479e-16,6.314151e-12
80,2,-5.837404e-31,-4.792586e-06,-1.425101e-20,0.0001385775,1.613469e-23,0.7142727,-7.373516e-17,0.7142727
81,0,-4.343681e-30,4.792586e-06,-1.051215e-19,-0.0001402883,-4.314149e-23,-0.7142727,-5.414811e-16,-0.7142727
81,1,-1.42745e-30,-8.035087e-20,-3.447288e-20,1.240887e-15,2.660188e-23,6.274092e-12,-1.764518e-16,6.307051e-12
81,2,-5.981676e-31,-4.792586e-06,-1.442721e-20,0.0001402883,1.653961e-23,0.7142727,-7.356297e-17,0.7142727
82,0,-4.4501e-30,4.792586e-06,-1.064191e-19,-0.0001419991,-4.421251e-23,-0.7142727,-5.417424e-16,-0.7142727
82,1,-1.462346e-30,-8.035087e-20,-3.489566e-20,1.256028e-15,2.726294e-23,6.288303e-12,-1.765091e-16,6.321273e-12
82,2,-6.12771e-31,-4.792586e-06,-1.460344e-20,0.0001419991,1.694958e-23,0.7142727,-7.357982e-17,0.7142727
83,0,-4.557817e-30,4.792586e-06,-1.077173e-19,-0.00014371,-4.529679e-23,-0.7142726,-5.420039e-16,-0.7142726
83,1,-1.497664e-30,-8.035087e-20,-3.531857e-20,1.271134e-15,2.79322e-23,6.274092e-12,-1.765665e-16,6.307068e-12
83,2,-6.275507e-31,-4.792586e-06,-1.477972e-20,0.00014371,1.736459e-23,0.7142726,-7.359667e-17,0.7142726
84,0,-4.666833e-30,4.792586e-06,-1.090161e-19,-0.0001454208,-4.639434e-23,-0.7142726,-5.422655e-16,-0.7142726
84,1,-1.533406e-30,-8.035087e-20,-3.574162e-20,1.286275e-15,2.860967e-23,6.288303e-12,-1.766238e-16,6.321284e-12
84,2,-6.425068e-31,-4.792586e-06,-1.495604e-20,0.0001454208,1.778467e-23,0.7142726,-7.361352e-17,0.7142726
85,0,-4.777149e-30,4.792586e-06,-1.103156e-19,-0.0001471316,-4.750516e-23,-0.7142726,-5.425273e-16,-0.7142726
85,1,-1.569571e-30,-8.035087e-20,-3.616481e-20,1.301416e-15,2.929536e-23,6.288303e-12,-1.766812e-16,6.321295e-12
85,2,-6.576392e-31,-4.792586e-06,-1.51324e-20,0.0001471316,1.820979e-23,0.7142726,-7.363038e-17,0.7142726
86,0,-4.888764e-30,4.792586e-06,-1.116157e-19,-0.0001488425,-4.862926e-23,-0.7142726,-5.427893e-16,-0.7142726
86,1,-1.606159e-30,-8.035086e-20,-3.658814e-20,1.31654e-15,2.998928e-23,6.281198e-12,-1.767386e-16,6.314195e-12
86,2,-6.72948e-31,-4.792586e-06,-1.53088e-20,0.0001488425,1.863998e-23,0.7142726,-7.364725e-17,0.7142726
87,0,-5.001681e-30,4.792586e-06,-1.129164e-19,-0.0001505533,-4.976665e-23,-0.7142726,-5.430514e-16,-0.7142726
87,1,-1.64317e-30,-8.035086e-20,-3.70116e-20,1.331681e-15,3.069142e-23,6.288303e-12,-1.76796e-16,6.321306e-12
87,2,-6.884332e-31,-4.792586e-06,-1.548525e-20,0.0001505533,1.907523e-23,0.7142726,-7.366412e-17,0.7142726
88,0,-5.115899e-30,4.792586e-06,-1.142178e-19,-0.0001522641,-5.091733e-23,-0.7142726,-5.433137e-16,-0.7142726
88,1,-1.680606e-30,-8.035086e-20,-3.74352e-20,1.346822e-15,3.14018e-23,6.288303e-12,-1.768535e-16,6.321318e-12
88,2,-7.040949e-31,-4.792586e-06,-1.566173e-20,0.0001522641,1.951554e-23,0.7142726,-7.368099e-17,0.7142726
89,0,-5.231418e-30,4.792586e-06,-1.155198e-19,-0.000153975,-5.208132e-23,-0.7142726,-5.435762e-16,-0.7142726
89,1,-1.718465e-30,-8.035086e-20,-3.785894e-20,1.361962e-15,3.212041e-23,6.288303e-12,-1.76911e-16,6.321323e-12
89,2,-7.199332e-31,-4.792586e-06,-1.583825e-20,0.000153975,1.996091e-23,0.7142726,-7.369787e-17,0.7142726
90,0,-5.348241e-30,4.792586e-06,-1.168224e-19,-0.0001556858,-5.325862e-23,-0.7142726,-5.438389e-16,-0.7142726
90,1,-1.756747e-30,-8.035086e-20,-3.828282e-20,1.377103e-15,3.284727e-23,6.288303e-12,-1.769685e-16,6.321329e-12
90,2,-7.35948e-31,-4.792586e-06,-1.601481e-20,0.0001556858,2.041135e-23,0.7142726,-7.371475e-17,0.7142726
91,0,-5.466366e-30,4.792586e-06,-1.181256e-19,-0.0001573966,-5.444924e-23,-0.7142726,-5.441017e-16,-0.7142726
91,1,-1.795454e-30,-8.035086e-20,-3.870683e-20,1.392244e-15,3.358237e-23,6.288303e-12,-1.77026e-16,6.32134e-12
91,2,-7.521394e-31,-4.792586e-06,-1.619141e-20,0.0001573966,2.086687e-23,0.7142726,-7.373164e-17,0.7142726
92,0,-5.585796e-30,4.792586e-06,-1.194295e-19,-0.0001591075,-5.565318e-23,-0.7142726,-5.443647e-16,-0.7142726
92,1,-1.834585e-30,-8.035086e-20,-3.913098e-20,1.407368e-15,3.432573e-23,6.281198e-12,-1.770836e-16,6.31424e-12
92,2,-7.685075e-31,-4.792586e-06,-1.636806e-20,0.0001591075,2.132745e-23,0.7142726,-7.374854e-17,0.7142726
93,0,-5.70653e-30,4.792586e-06,-1.20734e-19,-0.0001608183,-5.687046e-23,-0.7142726,-5.446278e-16,-0.7142726
93,1,-1.87414e-30,-8.035085e-20,-3.955527e-20,1.422526e-15,3.507735e-23,6.295409e-12,-1.771411e-16,6.328457e-12
93,2,-7.850522e-31,-4.792586e-06,-1.654474e-20,0.0001608183,2.179311e-23,0.7142726,-7.376543e-17,0.7142726
94,0,-5.828569e-30,4.792586e-06,-1.220391e-19,-0.0001625291,-5.810107e-23,-0.7142726,-5.448911e-16,-0.7142726
94,1,-1.91412e-30,-8.035085e-20,-3.99797e-20,1.437633e-15,3.583723e-23,6.274092e-12,-1.771988e-16,6.307152e-12
94,2,-8.017737e-31,-4.792586e-06,-1.672146e-20,0.0001625291,2.226384e-23,0.7142726,-7.378234e-17,0.7142726
95,0,-5.951914e-30,4.792586e-06,-1.233449e-19,-0.00016424,-5.934504e-23,-0.7142726,-5.451546e-16,-0.7142726
95,1,-1.954524e-30,-8.035085e-20,-4.040427e-20,1.452774e-15,3.660538e-23,6.288303e-12,-1.772564e-16,6.321368e-12
95,2,-8.186719e-31,-4.792586e-06,-1.689823e-20,0.00016424,2.273965e-23,0.7142726,-7.379924e-17,0.7142726
96,0,-6.076565e-30,4.792586e-06,-1.246512e-19,-0.0001659508,-6.060236e-23,-0.7142726,-5.454183e-16,-0.7142726
96,1,-1.995353e-30,-8.035085e-20,-4.082897e-20,1.467915e-15,3.738181e-23,6.288303e-12,-1.77314e-16,6.321374e-12
96,2,-8.357469e-31,-4.792586e-06,-1.707503e-20,0.0001659508,2.322055e-23,0.7142726,-7.381616e-17,0.7142726
97,0,-6.20252e-30,4.792586e-06,-1.259549e-19,-0.0001676616,-6.187304e-23,-0.7142726,-5.442795e-16,-0.7142726
97,1,-2.036606e-30,-8.035085e-20,-4.125272e-20,1.483073e-15,3.816651e-23,6.295409e-12,-1.769158e-16,6.328491e-12
97,2,-8.529984e-31,-4.792586e-06,-1.725143e-20,0.0001676616,2.370652e-23,0.7142726,-7.36433e-17,0.7142726
98,0,-6.329779e-30,4.792586e-06,-1.272592e-19,-0.0001693725,-6.315706e-23,-0.7142726,-5.445429e-16,-0.7142726
98,1,-2.078283e-30,-8.035085e-20,-4.167661e-20,1.498214e-15,3.895948e-23,6.288303e-12,-1.769734e-16,6.321391e-12
98,2,-8.704262e-31,-4.792586e-06,-1.742786e-20,0.0001693725,2.419757e-23,0.7142726,-7.366017e-17,0.7142726
99,0,-6.458343e-30,4.792586e-06,-1.285641e-19,-0.0001710833,-6.445442e-23,-0.7142726,-5.448064e-16,-0.7142726
99,1,-2.120383e-30,-8.035085e-20,-4.210064e-20,1.513338e-15,3.976072e-23,6.281198e-12,-1.770309e-16,6.314291e-12
99,2,-8.880306e-31,-4.792586e-06,-1.760433e-20,0.0001710833,2.46937e-23,0.7142726,-7.367706e-17,0.7142726
100,0,-6.588213e-30,4.792586e-06,-1.298697e-19,-0.0001727941,-6.576513e-23,-0.7142726,-5.4507e-16,-0.7142726
100,1,-2.162908e-30,-8.035084e-20,-4.25248e-20,1.528462e-15,4.057023e-23,6.281198e-12,-1.770885e-16,6.314303e-12
100,2,-9.058114e-31,-4.792586e-06,-1.778084e-20,0.0001727941,2.51949e-23,0.7142726,-7.369394e-17,0.7142726
101,0,-6.719389e-30,4.792586e-06,-1.311759e-19,-0.000174505,-6.70892e-23,-0.7142726,-5.453339e-16,-0.7142726
101,1,-2.205857e-30,-8.035084e-20,-4.29491e-20,1.54357e-15,4.138802e-23,6.274092e-12,-1.771462e-16,6.307203e-12
101,2,-9.237688e-31,-4.792586e-06,-1.795739e-20,0.000174505,2.570117e-23,0.7142726,-7.371084e-17,0.7142726
102,0,-6.851872e-30,4.792586e-06,-1.324827e-19,-0.0001762158,-6.842663e-23,-0.7142725,-5.455979e-16,-0.7142725
102,1,-2.249231e-30,-8.035084e-20,-4.337354e-20,1.558677e-15,4.221409e-23,6.274092e-12,-1.772038e-16,6.307208e-12
102,2,-9.419028e-31,-4.792586e-06,-1.813399e-20,0.0001762158,2.621253e-23,0.7142725,-7.372773e-17,0.7142725
103,0,-6.985662e-30,4.792586e-06,-1.337902e-19,-0.0001779266,-6.977743e-23,-0.7142725,-5.45862e-16,-0.7142725
103,1,-2.293029e-30,-8.035084e-20,-4.379812e-20,1.573818e-15,4.304846e-23,6.288303e-12,-1.772615e-16,6.321431e-12
103,2,-9.602134e-31,-4.792586e-06,-1.831062e-20,0.0001779266,2.672898e-23,0.7142725,-7.374463e-17,0.7142725
104,0,-7.12076e-30,4.792586e-06,-1.350982e-19,-0.0001796375,-7.114162e-23,-0.7142725,-5.461264e-16,-0.7142725
104,1,-2.337252e-30,-8.035084e-20,-4.422284e-20,1.588925e-15,4.389112e-23,6.274092e-12,-1.773192e-16,6.307225e-12
104,2,-9.787007e-31,-4.792586e-06,-1.84873e-20,0.0001796375,2.725051e-23,0.7142725,-7.376154e-17,0.7142725
105,0,-7.257167e-30,4.792586e-06,-1.36407e-19,-0.0001813483,-7.251919e-23,-0.7142725,-5.463909e-16,-0.7142725
105,1,-2.381899e-30,-8.035084e-20,-4.464769e-20,1.604032e-15,4.474207e-23,6.274092e-12,-1.773769e-16,6.307231e-12
105,2,-9.973647e-31,-4.792586e-06,-1.866401e-20,0.0001813483,2.777712e-23,0.7142725,-7.377845e-17,0.7142725
106,0,-7.394883e-30,4.792586e-06,-1.377163e-19,-0.0001830591,-7.391016e-23,-0.7142725,-5.466556e-16,-0.7142725
106,1,-2.426972e-30,-8.035083e-20,-4.507269e-20,1.619139e-15,4.560134e-23,6.274092e-12,-1.774347e-16,6.307242e-12
106,2,-1.016205e-30,-4.792586e-06,-1.884077e-20,0.0001830591,2.830883e-23,0.7142725,-7.379537e-17,0.7142725
107,0,-7.53391e-30,4.792586e-06,-1.390263e-19,-0.00018477,-7.531453e-23,-0.7142725,-5.469204e-16,-0.7142725
107,1,-2.47247e-30,-8.035083e-20,-4.549782e-20,1.634263e-15,4.646891e-23,6.281198e-12,-1.774924e-16,6.314353e-12
107,2,-1.035223e-30,-4.792586e-06,-1.901756e-20,0.00018477,2.884563e-23,0.7142725,-7.381229e-17,0.7142725
108,0,-7.674246e-30,4.792586e-06,-1.403369e-19,-0.0001864808,-7.673231e-23,-0.7142725,-5.471855e-16,-0.7142725
108,1,-2.518393e-30,-8.035083e-20,-4.592309e-20,1.649405e-15,4.734479e-23,6.288303e-12,-1.775502e-16,6.321464e-12
108,2,-1.054417e-30,-4.792586e-06,-1.91944e-20,0.0001864808,2.938752e-23,0.7142725,-7.382921e-17,0.7142725
109,0,-7.815895e-30,4.792586e-06,-1.416482e-19,-0.0001881916,-7.816351e-23,-0.7142725,-5.474507e-16,-0.7142725
109,1,-2.564742e-30,-8.035083e-20,-4.63485e-20,1.664546e-15,4.8229e-23,6.288303e-12,-1.776081e-16,6.321476e-12
109,2,-1.073789e-30,-4.792586e-06,-1.937128e-20,0.0001881916,2.993451e-23,0.7142725,-7.384614e-17,0.7142725
110,0,-7.958855e-30,4.792586e-06,-1.429601e-19,-0.0001899025,-7.960814e-23,-0.7142725,-5.47716e-16,-0.7142725
110,1,-2.611516e-30,-8.035083e-20,-4.677404e-20,1.679653e-15,4.912154e-23,6.274092e-12,-1.776659e-16,6.30727e-12
110,2,-1.093337e-30,-4.792586e-06,-1.954819e-20,0.0001899025,3.04866e-23,0.7142725,-7.386308e-17,0.7142725
111,0,-8.103127e-30,4.792586e-06,-1.442726e-19,-0.0001916133,-8.106619e-23,-0.7142725,-5.479816e-16,-0.7142725
111,1,-2.658715e-30,-8.035083e-20,-4.719973e-20,1.69476e-15,5.00224e-23,6.274092e-12,-1.777238e-16,6.307282e-12
111,2,-1.113062e-30,-4.792586e-06,-1.972515e-20,0.0001916133,3.104379e-23,0.7142725,-7.388001e-17,0.7142725
112,0,-8.248713e-30,4.792586e-06,-1.455858e-19,-0.0001933241,-8.253769e-23,-0.7142725,-5.482473e-16,-0.7142725
112,1,-2.706341e-30,-8.035082e-20,-4.762555e-20,1.709902e-15,5.09316e-23,6.288303e-12,-1.777817e-16,6.321498e-12
112,2,-1.132964e-30,-4.792586e-06,-1.990215e-20,0.0001933241,3.160608e-23,0.7142725,-7.389696e-17,0.7142725
113,0,-8.395609e-30,4.792586e-06,-1.468962e-19,-0.0001950349,-8.402263e-23,-0.7142725,-5.470996e-16,-0.7142725
113,1,-2.754391e-30,-8.035082e-20,-4.805042e-20,1.725009e-15,5.184914e-23,6.274092e-12,-1.773813e-16,6.307293e-12
113,2,-1.153043e-30,-4.792586e-06,-2.007873e-20,0.0001950349,3.217348e-23,0.7142725,-7.372343e-17,0.7142725
114,0,-8.543817e-30,4.792586e-06,-1.482073e-19,-0.0001967458,-8.552099e-23,-0.7142725,-5.47365e-16,-0.7142725
114,1,-2.802867e-30,-8.035082e-20,-4.847542e-20,1.740116e-15,5.277501e-23,6.274092e-12,-1.774391e-16,6.307305e-12
114,2,-1.173298e-30,-4.792586e-06,-2.025536e-20,0.0001967458,3.274598e-23,0.7142725,-7.374034e-17,0.7142725
115,0,-8.693335e-30,4.792586e-06,-1.495189e-19,-0.0001984566,-8.703278e-23,-0.7142725,-5.476306e-16,-0.7142725
115,1,-2.851767e-30,-8.035082e-20,-4.890057e-20,1.755275e-15,5.370921e-23,6.295409e-12,-1.774969e-16,6.328626e-12
115,2,-1.19373e-30,-4.792586e-06,-2.043202e-20,0.0001984566,3.332357e-23,0.7142725,-7.375726e-17,0.7142725
116,0,-8.844167e-30,4.792586e-06,-1.508313e-19,-0.0002001674,-8.8558e-23,-0.7142725,-5.478963e-16,-0.7142725
116,1,-2.901093e-30,-8.035082e-20,-4.932585e-20,1.770416e-15,5.465174e-23,6.288303e-12,-1.775548e-16,6.321526e-12
116,2,-1.214339e-30,-4.792586e-06,-2.060873e-20,0.0002001674,3.390626e-23,0.7142725,-7.377417e-17,0.7142725
117,0,-8.996311e-30,4.792586e-06,-1.521442e-19,-0.0002018783,-9.009667e-23,-0.7142725,-5.481622e-16,-0.7142725
117,1,-2.950844e-30,-8.035082e-20,-4.975127e-20,1.785557e-15,5.560261e-23,6.288303e-12,-1.776126e-16,6.321538e-12
117,2,-1.235125e-30,-4.792586e-06,-2.078547e-20,0.0002018783,3.449406e-23,0.7142725,-7.37911e-17,0.7142725
118,0,-9.149769e-30,4.792586e-06,-1.534578e-19,-0.0002035891,-9.164878e-23,-0.7142725,-5.484282e-16,-0.7142725
118,1,-3.001021e-30,-8.035081e-20,-5.017682e-20,1.800699e-15,5.656183e-23,6.288303e-12,-1.776705e-16,6.321544e-12
118,2,-1.256087e-30,-4.792586e-06,-2.096226e-20,0.0002035891,3.508695e-23,0.7142725,-7.380803e-17,0.7142725
119,0,-9.304541e-30,4.792586e-06,-1.547721e-19,-0.0002052999,-9.321436e-23,-0.7142724,-5.486944e-16,-0.7142724
119,1,-3.051624e-30,-8.035081e-20,-5.060252e-20,1.815806e-15,5.75294e-23,6.274092e-12,-1.777285e-16,6.307338e-12
119,2,-1.277226e-30,-4.792586e-06,-2.113908e-20,0.0002052999,3.568496e-23,0.7142724,-7.382496e-17,0.7142724
120,0,-9.460628e-30,4.792586e-06,-1.560869e-19,-0.0002070108,-9.47934e-23,-0.7142724,-5.489608e-16,-0.7142724
120,1,-3.102652e-30,-8.035081e-20,-5.102836e-20,1.830948e-15,5.850533e-23,6.288303e-12,-1.777864e-16,6.321561e-12
120,2,-1.298542e-30,-4.792586e-06,-2.131595e-20,0.0002070108,3.628807e-23,0.7142724,-7.38419e-17,0.7142724
121,0,-9.61803e-30,4.792586e-06,-1.574025e-19,-0.0002087216,-9.638591e-23,-0.7142724,-5.492274e-16,-0.7142724
121,1,-3.154106e-30,-8.035081e-20,-5.145433e-20,1.846072e-15,5.948961e-23,6.281198e-12,-1.778444e-16,6.314461e-12
121,2,-1.320035e-30,-4.792586e-06,-2.149286e-20,0.0002087216,3.689629e-23,0.7142724,-7.385884e-17,0.7142724
122,0,-9.776749e-30,4.792586e-06,-1.587186e-19,-0.0002104324,-9.79919e-23,-0.7142724,-5.494942e-16,-0.7142724
122,1,-3.205987e-30,-8.035081e-20,-5.188045e-20,1.861214e-15,6.048227e-23,6.288303e-12,-1.779024e-16,6.321572e-12
122,2,-1.341704e-30,-4.792586e-06,-2.16698e-20,0.0002104324,3.750963e-23,0.7142724,-7.387579e-17,0.7142724
123,0,-9.936784e-30,4.792586e-06,-1.600354e-19,-0.0002121433,-9.961138e-23,-0.7142724,-5.497611e-16,-0.7142724
123,1,-3.258294e-30,-8.03508e-20,-5.23067e-20,1.876355e-15,6.14833e-23,6.288303e-12,-1.779604e-16,6.321584e-12
123,2,-1.363551e-30,-4.792586e-06,-2.184679e-20,0.0002121433,3.812808e-23,0.7142724,-7.389274e-17,0.7142724
124,0,-1.009814e-29,4.792586e-06,-1.613528e-19,-0.0002138541,-1.012443e-22,-0.7142724,-5.500282e-16,-0.7142724
124,1,-3.311027e-30,-8.03508e-20,-5.273309e-20,1.89148e-15,6.24927e-23,6.281198e-12,-1.780184e-16,6.314484e-12
124,2,-1.385575e-30,-4.792586e-06,-2.202382e-20,0.0002138541,3.875165e-23,0.7142724,-7.39097e-17,0.7142724
125,0,-1.026081e-29,4.792586e-06,-1.626709e-19,-0.0002155649,-1.028908e-22,-0.7142724,-5.502954e-16,-0.7142724
125,1,-3.364186e-30,-8.03508e-20,-5.315962e-20,1.906587e-15,6.351049e-23,6.274092e-12,-1.780765e-16,6.307384e-12
125,2,-1.407776e-30,-4.792586e-06,-2.220089e-20,0.0002155649,3.938033e-23,0.7142724,-7.392666e-17,0.7142724
126,0,-1.04248e-29,4.792586e-06,-1.639896e-19,-0.0002172758,-1.045508e-22,-0.7142724,-5.505629e-16,-0.7142724
126,1,-3.417773e-30,-8.03508e-20,-5.358629e-20,1.921712e-15,6.453666e-23,6.281198e-12,-1.781346e-16,6.314501e-12
126,2,-1.430154e-30,-4.792586e-06,-2.2378e-20,0.0002172758,4.001415e-23,0.7142724,-7.394362e-17,0.7142724
127,0,-1.059011e-29,4.792586e-06,-1.65309e-19,-0.0002189866,-1.062243e-22,-0.7142724,-5.508305e-16,-0.7142724
127,1,-3.471786e-30,-8.03508e-20,-5.40131e-20,1.93687e-15,6.557123e-23,6.295409e-12,-1.781927e-16,6.328717e-12
127,2,-1.452709e-30,-4.792586e-06,-2.255515e-20,0.0002189866,4.065308e-23,0.7142724,-7.39606e-17,0.7142724
128,0,-1.075674e-29,4.792586e-06,-1.66629e-19,-0.0002206974,-1.079113e-22,-0.7142724,-5.510983e-16,-0.7142724
128,1,-3.526226e-30,-8.035079e-20,-5.444005e-20,1.952012e-15,6.66142e-23,6.288303e-12,-1.782508e-16,6.321617e-12
128,2,-1.475441e-30,-4.792586e-06,-2.273235e-20,0.0002206974,4.129714e-23,0.7142724,-7.397757e-17,0.7142724
129,0,-1.092468e-29,4.792586e-06,-1.679462e-19,-0.0002224083,-1.096119e-22,-0.7142724,-5.499416e-16,-0.7142724
129,1,-3.581092e-30,-8.035079e-20,-5.486603e-20,1.967137e-15,6.766557e-23,6.281198e-12,-1.778483e-16,6.314524e-12
129,2,-1.498351e-30,-4.792586e-06,-2.290912e-20,0.0002224083,4.194633e-23,0.7142724,-7.380337e-17,0.7142724
130,0,-1.109395e-29,4.792586e-06,-1.692641e-19,-0.0002241191,-1.11326e-22,-0.7142724,-5.502091e-16,-0.7142724
130,1,-3.636384e-30,-8.035079e-20,-5.529215e-20,1.982261e-15,6.872532e-23,6.281198e-12,-1.779064e-16,6.314529e-12
130,2,-1.521437e-30,-4.792586e-06,-2.308594e-20,0.0002241191,4.260064e-23,0.7142724,-7.382031e-17,0.7142724
131,0,-1.126453e-29,4.792586e-06,-1.705826e-19,-0.0002258299,-1.130535e-22,-0.7142724,-5.504767e-16,-0.7142724
131,1,-3.692102e-30,-8.035079e-20,-5.571842e-20,1.99742e-15,6.979347e-23,6.295409e-12,-1.779644e-16,6.328745e-12
131,2,-1.544699e-30,-4.792586e-06,-2.326279e-20,0.0002258299,4.326007e-23,0.7142724,-7.383726e-17,0.7142724
132,0,-1.143643e-29,4.792586e-06,-1.719017e-19,-0.0002275408,-1.147946e-22,-0.7142724,-5.507445e-16,-0.7142724
132,1,-3.748247e-30,-8.035079e-20,-5.614482e-20,2.012562e-15,7.087002e-23,6.288303e-12,-1.780225e-16,6.321652e-12
